Source,Target,Lag,Lag_min,Val_corr,P_value,HH_ID
Risk_bin,Temperature,1,10,0.0602,0.0032,A0003
Activity_IR,Temperature,2,20,-0.1006,0.0,A0003
StressIndex,Temperature,2,20,0.0253,0.0425,A0003
Temperature,Temperature,2,20,-0.2561,0.0,A0003
Humidity,Temperature,2,20,-0.0462,0.002,A0003
TVOC,Temperature,2,20,-0.0107,0.0315,A0003
Risk_bin,Temperature,2,20,0.0084,0.0255,A0003
HeartRate,Temperature,3,30,-0.0295,0.044,A0003
Temperature,Temperature,3,30,-0.0095,0.0034,A0003
Humidity,Temperature,3,30,-0.0084,0.0003,A0003
CO2,Temperature,3,30,0.0118,0.0298,A0003
TVOC,Temperature,3,30,0.0094,0.0365,A0003
Risk_bin,Temperature,3,30,-0.0108,0.0238,A0003
Activity_IR,Temperature,4,40,0.0147,0.0196,A0003
HeartRate,Temperature,4,40,0.0348,0.0321,A0003
BreathRate,Temperature,4,40,0.0309,0.0156,A0003
Temperature,Temperature,4,40,-0.0395,0.0,A0003
Humidity,Temperature,4,40,-0.0243,0.0192,A0003
TVOC,Temperature,4,40,-0.0192,0.0018,A0003
Activity_IR,Temperature,5,50,0.0199,0.0182,A0003
Temperature,Temperature,5,50,0.0011,0.0001,A0003
Humidity,Temperature,5,50,-0.0113,0.0239,A0003
BreathRate,Temperature,6,60,-0.0248,0.0441,A0003
Temperature,Temperature,6,60,0.0127,0.0382,A0003
Humidity,Temperature,6,60,-0.0185,0.0084,A0003
TVOC,Temperature,6,60,-0.0048,0.011,A0003
Activity_IR,Activity_IR,1,10,0.1819,0.0,A0004
HeartRate,Activity_IR,1,10,0.0342,0.0231,A0004
StressIndex,Activity_IR,1,10,-0.0336,0.0087,A0004
Temperature,Activity_IR,1,10,-0.0251,0.0002,A0004
Humidity,Activity_IR,1,10,-0.0418,0.0085,A0004
CO2,Activity_IR,1,10,-0.0105,0.0051,A0004
TVOC,Activity_IR,1,10,-0.0177,0.0015,A0004
Activity_IR,Activity_IR,2,20,-0.0302,0.0012,A0004
HeartRate,Activity_IR,2,20,0.0091,0.0419,A0004
Temperature,Activity_IR,2,20,-0.0002,0.0072,A0004
Humidity,Activity_IR,2,20,-0.0358,0.0011,A0004
Activity_IR,Activity_IR,3,30,0.0209,0.0006,A0004
HeartRate,Activity_IR,3,30,0.028,0.0277,A0004
StressIndex,Activity_IR,3,30,-0.0089,0.032,A0004
Temperature,Activity_IR,3,30,-0.0272,0.0148,A0004
Humidity,Activity_IR,3,30,-0.0283,0.0005,A0004
Risk_bin,Activity_IR,3,30,-0.0286,0.038,A0004
Activity_IR,Activity_IR,4,40,-0.003,0.0008,A0004
HeartRate,Activity_IR,4,40,-0.0073,0.0001,A0004
Temperature,Activity_IR,4,40,-0.02,0.0259,A0004
Humidity,Activity_IR,4,40,-0.0287,0.009,A0004
Risk_bin,Activity_IR,4,40,-0.0536,0.0037,A0004
Activity_IR,Activity_IR,5,50,0.0397,0.0,A0004
HeartRate,Activity_IR,5,50,0.0199,0.0116,A0004
BreathRate,Activity_IR,5,50,-0.0067,0.0002,A0004
StressIndex,Activity_IR,5,50,0.0117,0.0226,A0004
Temperature,Activity_IR,5,50,0.0237,0.0292,A0004
Activity_IR,Activity_IR,6,60,-0.0137,0.0,A0004
HeartRate,Activity_IR,6,60,0.0037,0.0078,A0004
BreathRate,Activity_IR,6,60,0.028,0.0002,A0004
StressIndex,Activity_IR,6,60,0.016,0.015,A0004
Temperature,Activity_IR,6,60,-0.0204,0.0207,A0004
Risk_bin,Activity_IR,6,60,-0.0035,0.0388,A0004
Activity_IR,BreathRate,1,10,0.0323,0.0378,A0004
HeartRate,BreathRate,1,10,0.0412,0.0021,A0004
BreathRate,BreathRate,1,10,0.4226,0.0,A0004
StressIndex,BreathRate,1,10,-0.019,0.0101,A0004
Temperature,BreathRate,1,10,0.0126,0.0367,A0004
CO2,BreathRate,1,10,0.0107,0.0324,A0004
TVOC,BreathRate,1,10,0.0152,0.0033,A0004
HeartRate,BreathRate,2,20,0.0263,0.0294,A0004
BreathRate,BreathRate,2,20,0.0932,0.0,A0004
Temperature,BreathRate,2,20,-0.0028,0.0088,A0004
Humidity,BreathRate,2,20,-0.0245,0.0058,A0004
HeartRate,BreathRate,3,30,0.0414,0.0,A0004
BreathRate,BreathRate,3,30,0.0483,0.0021,A0004
Temperature,BreathRate,3,30,-0.0226,0.0045,A0004
HeartRate,BreathRate,4,40,0.0052,0.0023,A0004
BreathRate,BreathRate,4,40,0.0313,0.0005,A0004
StressIndex,BreathRate,4,40,0.0037,0.032,A0004
Risk_bin,BreathRate,4,40,0.0215,0.0425,A0004
Activity_IR,BreathRate,5,50,0.0214,0.0202,A0004
HeartRate,BreathRate,5,50,-0.0017,0.0142,A0004
StressIndex,BreathRate,5,50,0.0065,0.002,A0004
Temperature,BreathRate,5,50,0.001,0.0109,A0004
CO2,BreathRate,5,50,0.0151,0.0297,A0004
Risk_bin,BreathRate,5,50,-0.0101,0.0115,A0004
BreathRate,BreathRate,6,60,0.0634,0.0,A0004
Temperature,BreathRate,6,60,-0.0011,0.0192,A0004
CO2,BreathRate,6,60,-0.0046,0.0134,A0004
TVOC,BreathRate,6,60,0.0071,0.015,A0004
Risk_bin,BreathRate,6,60,-0.0182,0.0102,A0004
Activity_IR,CO2,1,10,0.0726,0.0,A0004
BreathRate,CO2,1,10,0.0114,0.0083,A0004
StressIndex,CO2,1,10,0.0136,0.0321,A0004
Temperature,CO2,1,10,0.0527,0.0049,A0004
CO2,CO2,1,10,0.0048,0.0234,A0004
TVOC,CO2,1,10,0.0138,0.0029,A0004
Risk_bin,CO2,1,10,0.0186,0.0011,A0004
Activity_IR,CO2,2,20,0.0247,0.0053,A0004
HeartRate,CO2,2,20,-0.0188,0.0049,A0004
Temperature,CO2,2,20,0.0193,0.0489,A0004
Humidity,CO2,2,20,-0.0295,0.0105,A0004
CO2,CO2,2,20,0.0367,0.0,A0004
TVOC,CO2,2,20,-0.0089,0.0082,A0004
BreathRate,CO2,3,30,0.0339,0.0,A0004
StressIndex,CO2,3,30,0.0068,0.0312,A0004
Temperature,CO2,3,30,0.0204,0.0007,A0004
Humidity,CO2,3,30,0.0056,0.0341,A0004
CO2,CO2,3,30,0.028,0.0249,A0004
StressIndex,CO2,4,40,-0.0205,0.0315,A0004
CO2,CO2,4,40,0.0394,0.0,A0004
TVOC,CO2,4,40,-0.0397,0.0004,A0004
Risk_bin,CO2,4,40,0.0065,0.0103,A0004
HeartRate,CO2,5,50,-0.0307,0.0153,A0004
StressIndex,CO2,5,50,0.0184,0.0294,A0004
CO2,CO2,5,50,0.0466,0.0,A0004
TVOC,CO2,5,50,-0.0361,0.0463,A0004
Risk_bin,CO2,5,50,0.03,0.0,A0004
HeartRate,CO2,6,60,0.0023,0.0303,A0004
StressIndex,CO2,6,60,-0.0101,0.0018,A0004
Humidity,CO2,6,60,-0.0015,0.0232,A0004
CO2,CO2,6,60,0.0198,0.0243,A0004
Activity_IR,HeartRate,1,10,0.022,0.0054,A0004
HeartRate,HeartRate,1,10,0.4204,0.0,A0004
StressIndex,HeartRate,1,10,-0.0366,0.0037,A0004
Temperature,HeartRate,1,10,-0.0204,0.016,A0004
Humidity,HeartRate,1,10,-0.0136,0.0014,A0004
CO2,HeartRate,1,10,-0.0016,0.0224,A0004
Activity_IR,HeartRate,2,20,0.0312,0.0,A0004
HeartRate,HeartRate,2,20,0.1009,0.0,A0004
StressIndex,HeartRate,2,20,-0.0062,0.0113,A0004
Risk_bin,HeartRate,2,20,-0.0248,0.0433,A0004
Activity_IR,HeartRate,3,30,0.0299,0.03,A0004
HeartRate,HeartRate,3,30,0.046,0.038,A0004
BreathRate,HeartRate,3,30,0.0254,0.02,A0004
Temperature,HeartRate,3,30,0.0067,0.0371,A0004
Activity_IR,HeartRate,4,40,0.03,0.0387,A0004
HeartRate,HeartRate,4,40,0.0308,0.0005,A0004
BreathRate,HeartRate,4,40,0.0127,0.0007,A0004
Temperature,HeartRate,4,40,-0.0022,0.0215,A0004
Activity_IR,HeartRate,5,50,0.0473,0.0105,A0004
BreathRate,HeartRate,5,50,-0.0174,0.0042,A0004
Risk_bin,HeartRate,5,50,-0.0245,0.0,A0004
Activity_IR,HeartRate,6,60,0.011,0.0275,A0004
HeartRate,HeartRate,6,60,0.0028,0.0491,A0004
BreathRate,HeartRate,6,60,0.0132,0.0024,A0004
StressIndex,HeartRate,6,60,0.0241,0.0133,A0004
Risk_bin,HeartRate,6,60,-0.0042,0.0328,A0004
Activity_IR,Humidity,1,10,-0.1141,0.0,A0004
HeartRate,Humidity,1,10,-0.0157,0.0331,A0004
BreathRate,Humidity,1,10,-0.0003,0.001,A0004
StressIndex,Humidity,1,10,0.0245,0.0339,A0004
Temperature,Humidity,1,10,-0.0413,0.0004,A0004
Humidity,Humidity,1,10,0.7284,0.0,A0004
CO2,Humidity,1,10,0.07,0.0,A0004
TVOC,Humidity,1,10,0.0581,0.0,A0004
Risk_bin,Humidity,1,10,0.0145,0.0362,A0004
Activity_IR,Humidity,2,20,0.0035,0.0108,A0004
HeartRate,Humidity,2,20,-0.0168,0.0365,A0004
BreathRate,Humidity,2,20,-0.0337,0.0039,A0004
Temperature,Humidity,2,20,-0.0113,0.0327,A0004
Humidity,Humidity,2,20,-0.0865,0.0,A0004
Activity_IR,Humidity,3,30,0.0086,0.0106,A0004
HeartRate,Humidity,3,30,-0.0243,0.0004,A0004
BreathRate,Humidity,3,30,-0.0049,0.0372,A0004
Temperature,Humidity,3,30,-0.0142,0.0416,A0004
Humidity,Humidity,3,30,-0.0015,0.0136,A0004
Risk_bin,Humidity,3,30,0.0319,0.0102,A0004
HeartRate,Humidity,4,40,-0.0013,0.0382,A0004
BreathRate,Humidity,4,40,-0.0212,0.024,A0004
CO2,Humidity,4,40,0.0252,0.032,A0004
TVOC,Humidity,4,40,0.0042,0.0004,A0004
Risk_bin,Humidity,4,40,0.0232,0.0114,A0004
Activity_IR,Humidity,5,50,0.0191,0.0226,A0004
BreathRate,Humidity,5,50,-0.0065,0.0361,A0004
Temperature,Humidity,5,50,0.0019,0.0013,A0004
Humidity,Humidity,5,50,-0.0309,0.0068,A0004
Risk_bin,Humidity,5,50,0.0111,0.0137,A0004
Activity_IR,Humidity,6,60,0.0215,0.0026,A0004
BreathRate,Humidity,6,60,-0.0016,0.0275,A0004
StressIndex,Humidity,6,60,-0.0229,0.0437,A0004
Temperature,Humidity,6,60,0.026,0.0035,A0004
Humidity,Humidity,6,60,0.0294,0.0033,A0004
CO2,Humidity,6,60,0.0118,0.025,A0004
TVOC,Humidity,6,60,0.0148,0.0258,A0004
HeartRate,Risk_bin,1,10,-0.0205,0.0391,A0004
BreathRate,Risk_bin,1,10,0.0066,0.0355,A0004
Temperature,Risk_bin,1,10,0.0324,0.0391,A0004
CO2,Risk_bin,1,10,0.0281,0.0007,A0004
TVOC,Risk_bin,1,10,0.0417,0.0,A0004
Risk_bin,Risk_bin,1,10,0.3311,0.0,A0004
CO2,Risk_bin,2,20,0.0359,0.009,A0004
TVOC,Risk_bin,2,20,0.0427,0.008,A0004
Risk_bin,Risk_bin,2,20,0.1313,0.0,A0004
StressIndex,Risk_bin,3,30,-0.004,0.0096,A0004
Risk_bin,Risk_bin,3,30,0.0664,0.0003,A0004
StressIndex,Risk_bin,4,40,-0.0226,0.0097,A0004
Temperature,Risk_bin,4,40,-0.0252,0.0199,A0004
CO2,Risk_bin,4,40,-0.0311,0.0107,A0004
TVOC,Risk_bin,4,40,-0.0291,0.0058,A0004
Risk_bin,Risk_bin,4,40,0.0689,0.0,A0004
StressIndex,Risk_bin,5,50,-0.017,0.0144,A0004
CO2,Risk_bin,5,50,0.006,0.0137,A0004
TVOC,Risk_bin,5,50,-0.0013,0.0139,A0004
Risk_bin,Risk_bin,5,50,0.026,0.0109,A0004
StressIndex,Risk_bin,6,60,-0.0413,0.0069,A0004
TVOC,Risk_bin,6,60,0.018,0.0098,A0004
Risk_bin,Risk_bin,6,60,0.0492,0.0,A0004
HeartRate,StressIndex,1,10,-0.0498,0.0014,A0004
StressIndex,StressIndex,1,10,0.2238,0.0,A0004
Temperature,StressIndex,1,10,-0.0007,0.0205,A0004
Humidity,StressIndex,1,10,-0.0027,0.0381,A0004
CO2,StressIndex,1,10,0.0126,0.0311,A0004
HeartRate,StressIndex,2,20,-0.0251,0.0424,A0004
BreathRate,StressIndex,2,20,-0.0228,0.0297,A0004
StressIndex,StressIndex,2,20,0.107,0.0,A0004
Temperature,StressIndex,2,20,0.0031,0.0462,A0004
TVOC,StressIndex,2,20,-0.0008,0.0367,A0004
Risk_bin,StressIndex,2,20,-0.0221,0.0096,A0004
BreathRate,StressIndex,3,30,-0.0092,0.0286,A0004
StressIndex,StressIndex,3,30,0.0858,0.0001,A0004
Activity_IR,StressIndex,4,40,-0.0325,0.001,A0004
HeartRate,StressIndex,4,40,-0.0244,0.0083,A0004
StressIndex,StressIndex,4,40,0.0501,0.01,A0004
Risk_bin,StressIndex,4,40,-0.0162,0.0244,A0004
Activity_IR,StressIndex,5,50,-0.0219,0.0231,A0004
HeartRate,StressIndex,5,50,0.0007,0.0085,A0004
BreathRate,StressIndex,5,50,0.0285,0.0107,A0004
StressIndex,StressIndex,5,50,0.0452,0.0053,A0004
Humidity,StressIndex,5,50,-0.0067,0.0208,A0004
CO2,StressIndex,5,50,-0.0055,0.0487,A0004
TVOC,StressIndex,5,50,0.0193,0.0258,A0004
Temperature,StressIndex,6,60,-0.0066,0.0131,A0004
CO2,StressIndex,6,60,-0.0043,0.0267,A0004
TVOC,StressIndex,6,60,0.0004,0.018,A0004
Activity_IR,TVOC,1,10,0.0752,0.0,A0004
BreathRate,TVOC,1,10,0.0097,0.0058,A0004
Temperature,TVOC,1,10,0.0545,0.0042,A0004
CO2,TVOC,1,10,-0.0009,0.0417,A0004
TVOC,TVOC,1,10,0.0256,0.0075,A0004
Risk_bin,TVOC,1,10,0.0125,0.0007,A0004
Activity_IR,TVOC,2,20,0.0248,0.001,A0004
HeartRate,TVOC,2,20,-0.0234,0.0045,A0004
BreathRate,TVOC,2,20,-0.0191,0.0002,A0004
Temperature,TVOC,2,20,0.0071,0.0074,A0004
Humidity,TVOC,2,20,-0.027,0.0121,A0004
CO2,TVOC,2,20,0.0341,0.0002,A0004
TVOC,TVOC,2,20,-0.0032,0.0272,A0004
BreathRate,TVOC,3,30,0.0399,0.0,A0004
Temperature,TVOC,3,30,0.004,0.0032,A0004
Humidity,TVOC,3,30,0.0048,0.0461,A0004
CO2,TVOC,3,30,0.0259,0.0045,A0004
BreathRate,TVOC,4,40,-0.0268,0.0355,A0004
StressIndex,TVOC,4,40,-0.0272,0.044,A0004
CO2,TVOC,4,40,0.025,0.0,A0004
TVOC,TVOC,4,40,-0.0363,0.0012,A0004
Risk_bin,TVOC,4,40,0.0024,0.0037,A0004
HeartRate,TVOC,5,50,-0.0322,0.0131,A0004
Temperature,TVOC,5,50,-0.0163,0.0422,A0004
CO2,TVOC,5,50,0.0354,0.0,A0004
TVOC,TVOC,5,50,-0.0377,0.0258,A0004
Risk_bin,TVOC,5,50,0.0195,0.0004,A0004
HeartRate,TVOC,6,60,0.0068,0.0252,A0004
StressIndex,TVOC,6,60,-0.0086,0.0034,A0004
Temperature,TVOC,6,60,-0.034,0.0129,A0004
Humidity,TVOC,6,60,-0.0012,0.0359,A0004
CO2,TVOC,6,60,0.0053,0.0189,A0004
TVOC,TVOC,6,60,-0.0093,0.0424,A0004
Activity_IR,Temperature,1,10,0.0168,0.0,A0004
BreathRate,Temperature,1,10,-0.0024,0.0122,A0004
Temperature,Temperature,1,10,0.7836,0.0,A0004
Humidity,Temperature,1,10,0.1199,0.0,A0004
CO2,Temperature,1,10,0.0861,0.0002,A0004
TVOC,Temperature,1,10,0.0297,0.0005,A0004
Risk_bin,Temperature,1,10,0.0606,0.0001,A0004
Activity_IR,Temperature,2,20,-0.0675,0.0,A0004
HeartRate,Temperature,2,20,0.0098,0.0158,A0004
Temperature,Temperature,2,20,-0.1737,0.0,A0004
Humidity,Temperature,2,20,-0.0175,0.0005,A0004
CO2,Temperature,2,20,0.0461,0.0212,A0004
TVOC,Temperature,2,20,0.006,0.0078,A0004
Activity_IR,Temperature,3,30,-0.0275,0.0114,A0004
BreathRate,Temperature,3,30,0.0193,0.0066,A0004
Temperature,Temperature,3,30,-0.0293,0.0264,A0004
Humidity,Temperature,3,30,0.0011,0.0039,A0004
HeartRate,Temperature,4,40,0.0105,0.0142,A0004
Humidity,Temperature,4,40,0.0092,0.0094,A0004
BreathRate,Temperature,5,50,0.0043,0.0177,A0004
Humidity,Temperature,5,50,0.0136,0.0002,A0004
Activity_IR,Temperature,6,60,-0.0104,0.0039,A0004
BreathRate,Temperature,6,60,-0.0046,0.0004,A0004
StressIndex,Temperature,6,60,0.0244,0.0053,A0004
Temperature,Temperature,6,60,0.0286,0.0057,A0004
Risk_bin,Temperature,6,60,0.0162,0.0439,A0004
Activity_IR,Activity_IR,1,10,0.101,0.0,A0005
Temperature,Activity_IR,1,10,-0.0461,0.0012,A0005
Humidity,Activity_IR,1,10,-0.0297,0.0198,A0005
Activity_IR,Activity_IR,2,20,0.0327,0.0019,A0005
HeartRate,Activity_IR,2,20,-0.0201,0.004,A0005
Temperature,Activity_IR,2,20,-0.004,0.0022,A0005
Humidity,Activity_IR,2,20,-0.0012,0.0004,A0005
CO2,Activity_IR,2,20,-0.0248,0.0434,A0005
Risk_bin,Activity_IR,2,20,-0.0035,0.0002,A0005
Activity_IR,Activity_IR,3,30,0.0096,0.0009,A0005
StressIndex,Activity_IR,3,30,0.0702,0.0,A0005
Humidity,Activity_IR,3,30,-0.0064,0.005,A0005
CO2,Activity_IR,3,30,0.0126,0.0383,A0005
Risk_bin,Activity_IR,3,30,0.0003,0.0,A0005
Temperature,Activity_IR,4,40,-0.0208,0.0053,A0005
Risk_bin,Activity_IR,4,40,-0.0056,0.0,A0005
BreathRate,Activity_IR,5,50,0.0188,0.0002,A0005
Temperature,Activity_IR,5,50,-0.0356,0.0208,A0005
Humidity,Activity_IR,5,50,-0.0152,0.0001,A0005
Activity_IR,Activity_IR,6,60,-0.0133,0.0486,A0005
HeartRate,Activity_IR,6,60,0.0245,0.0261,A0005
Risk_bin,Activity_IR,6,60,-0.0221,0.0015,A0005
HeartRate,BreathRate,1,10,0.0011,0.0398,A0005
BreathRate,BreathRate,1,10,0.6001,0.0,A0005
StressIndex,BreathRate,1,10,-0.0394,0.0005,A0005
Humidity,BreathRate,1,10,0.0115,0.0286,A0005
BreathRate,BreathRate,2,20,-0.0039,0.0008,A0005
StressIndex,BreathRate,2,20,0.0265,0.0055,A0005
CO2,BreathRate,2,20,-0.0128,0.0096,A0005
TVOC,BreathRate,2,20,-0.0141,0.0086,A0005
Risk_bin,BreathRate,2,20,-0.043,0.0062,A0005
HeartRate,BreathRate,3,30,0.0295,0.0136,A0005
BreathRate,BreathRate,3,30,-0.0449,0.0,A0005
StressIndex,BreathRate,3,30,0.0023,0.0208,A0005
Temperature,BreathRate,3,30,-0.0039,0.0063,A0005
Risk_bin,BreathRate,3,30,-0.013,0.0112,A0005
BreathRate,BreathRate,4,40,0.0804,0.0001,A0005
StressIndex,BreathRate,4,40,0.029,0.0074,A0005
Temperature,BreathRate,4,40,-0.0022,0.0174,A0005
HeartRate,BreathRate,5,50,-0.0121,0.0007,A0005
BreathRate,BreathRate,5,50,-0.0112,0.0009,A0005
StressIndex,BreathRate,5,50,-0.0531,0.0001,A0005
Temperature,BreathRate,5,50,0.0127,0.0317,A0005
Risk_bin,BreathRate,5,50,0.0423,0.0157,A0005
HeartRate,BreathRate,6,60,-0.005,0.0051,A0005
Risk_bin,BreathRate,6,60,-0.0312,0.0258,A0005
Activity_IR,CO2,1,10,0.0166,0.0421,A0005
HeartRate,CO2,1,10,0.0098,0.0206,A0005
Temperature,CO2,1,10,0.044,0.0068,A0005
Humidity,CO2,1,10,-0.0453,0.0018,A0005
CO2,CO2,1,10,0.0407,0.0002,A0005
TVOC,CO2,1,10,0.0033,0.0489,A0005
Risk_bin,CO2,1,10,-0.0143,0.0105,A0005
Activity_IR,CO2,2,20,0.0353,0.0,A0005
Temperature,CO2,2,20,0.0407,0.0,A0005
Humidity,CO2,2,20,0.008,0.0289,A0005
TVOC,CO2,2,20,-0.0184,0.0314,A0005
Activity_IR,CO2,3,30,0.0255,0.0004,A0005
StressIndex,CO2,3,30,0.0107,0.0313,A0005
Humidity,CO2,3,30,0.0147,0.0017,A0005
CO2,CO2,3,30,-0.0048,0.0098,A0005
TVOC,CO2,3,30,-0.01,0.0027,A0005
Activity_IR,CO2,4,40,-0.0222,0.0005,A0005
StressIndex,CO2,4,40,-0.0249,0.0379,A0005
Temperature,CO2,4,40,-0.0225,0.0039,A0005
CO2,CO2,4,40,0.0286,0.0,A0005
TVOC,CO2,4,40,-0.0496,0.0,A0005
Risk_bin,CO2,4,40,0.0199,0.0001,A0005
Activity_IR,CO2,5,50,0.0144,0.0013,A0005
StressIndex,CO2,5,50,-0.0368,0.0217,A0005
Humidity,CO2,5,50,0.0278,0.0019,A0005
CO2,CO2,5,50,0.0315,0.0022,A0005
TVOC,CO2,5,50,0.0116,0.0041,A0005
Risk_bin,CO2,5,50,0.024,0.0,A0005
HeartRate,CO2,6,60,-0.0267,0.0456,A0005
Temperature,CO2,6,60,-0.0227,0.0124,A0005
Humidity,CO2,6,60,-0.011,0.0236,A0005
CO2,CO2,6,60,-0.0084,0.0481,A0005
Risk_bin,CO2,6,60,-0.0097,0.0,A0005
HeartRate,HeartRate,1,10,0.3702,0.0,A0005
BreathRate,HeartRate,1,10,0.0318,0.0185,A0005
StressIndex,HeartRate,1,10,-0.0302,0.0186,A0005
Humidity,HeartRate,1,10,-0.0261,0.0332,A0005
Risk_bin,HeartRate,1,10,-0.0218,0.0019,A0005
HeartRate,HeartRate,2,20,0.1346,0.0,A0005
Humidity,HeartRate,2,20,-0.0212,0.0436,A0005
CO2,HeartRate,2,20,-0.0197,0.0022,A0005
TVOC,HeartRate,2,20,-0.0235,0.0013,A0005
Activity_IR,HeartRate,3,30,0.0334,0.0385,A0005
HeartRate,HeartRate,3,30,0.0115,0.0011,A0005
StressIndex,HeartRate,3,30,-0.0266,0.0417,A0005
TVOC,HeartRate,3,30,-0.0188,0.0414,A0005
Risk_bin,HeartRate,3,30,-0.0247,0.0261,A0005
HeartRate,HeartRate,4,40,0.0339,0.0026,A0005
StressIndex,HeartRate,4,40,-0.0031,0.0461,A0005
Humidity,HeartRate,4,40,-0.0237,0.0281,A0005
TVOC,HeartRate,4,40,0.0298,0.0478,A0005
HeartRate,HeartRate,5,50,0.0312,0.0003,A0005
BreathRate,HeartRate,5,50,-0.022,0.0184,A0005
Activity_IR,HeartRate,6,60,-0.0283,0.0008,A0005
HeartRate,HeartRate,6,60,0.0343,0.003,A0005
StressIndex,HeartRate,6,60,-0.0258,0.0484,A0005
Temperature,HeartRate,6,60,-0.0239,0.0207,A0005
Activity_IR,Humidity,1,10,-0.0857,0.0,A0005
BreathRate,Humidity,1,10,0.0127,0.0002,A0005
StressIndex,Humidity,1,10,0.0036,0.0268,A0005
Temperature,Humidity,1,10,-0.131,0.0,A0005
Humidity,Humidity,1,10,0.7322,0.0,A0005
Risk_bin,Humidity,1,10,0.0136,0.0106,A0005
Activity_IR,Humidity,2,20,0.0199,0.0215,A0005
HeartRate,Humidity,2,20,0.0197,0.0122,A0005
Temperature,Humidity,2,20,-0.0304,0.0379,A0005
Humidity,Humidity,2,20,-0.1253,0.0,A0005
CO2,Humidity,2,20,-0.01,0.0134,A0005
TVOC,Humidity,2,20,0.0037,0.0148,A0005
Risk_bin,Humidity,2,20,0.0518,0.0051,A0005
Activity_IR,Humidity,3,30,-0.0288,0.0033,A0005
HeartRate,Humidity,3,30,0.0104,0.0389,A0005
StressIndex,Humidity,3,30,-0.0074,0.0298,A0005
Temperature,Humidity,3,30,-0.027,0.0469,A0005
Humidity,Humidity,3,30,0.0846,0.0,A0005
Risk_bin,Humidity,3,30,-0.0569,0.0245,A0005
Activity_IR,Humidity,4,40,0.0572,0.0114,A0005
StressIndex,Humidity,4,40,-0.0292,0.019,A0005
Humidity,Humidity,4,40,-0.0466,0.0011,A0005
Risk_bin,Humidity,4,40,0.0424,0.0,A0005
Activity_IR,Humidity,5,50,0.0556,0.0005,A0005
Temperature,Humidity,5,50,0.0056,0.0194,A0005
Humidity,Humidity,5,50,-0.0156,0.0065,A0005
Risk_bin,Humidity,5,50,0.018,0.0,A0005
HeartRate,Humidity,6,60,-0.0306,0.0145,A0005
Humidity,Humidity,6,60,0.0453,0.0104,A0005
Activity_IR,Risk_bin,1,10,-0.049,0.0,A0005
HeartRate,Risk_bin,1,10,-0.0367,0.0063,A0005
BreathRate,Risk_bin,1,10,-0.0279,0.0036,A0005
Humidity,Risk_bin,1,10,0.0315,0.0068,A0005
CO2,Risk_bin,1,10,0.0136,0.0204,A0005
Risk_bin,Risk_bin,1,10,0.6197,0.0,A0005
Activity_IR,Risk_bin,2,20,-0.0145,0.0455,A0005
HeartRate,Risk_bin,2,20,0.0429,0.0085,A0005
BreathRate,Risk_bin,2,20,0.0469,0.0033,A0005
StressIndex,Risk_bin,2,20,-0.0485,0.0,A0005
CO2,Risk_bin,2,20,-0.0196,0.0,A0005
TVOC,Risk_bin,2,20,0.0276,0.0,A0005
Risk_bin,Risk_bin,2,20,0.0694,0.0,A0005
HeartRate,Risk_bin,3,30,0.027,0.0021,A0005
BreathRate,Risk_bin,3,30,-0.0076,0.0013,A0005
Humidity,Risk_bin,3,30,-0.0305,0.0,A0005
Risk_bin,Risk_bin,3,30,0.0367,0.0002,A0005
BreathRate,Risk_bin,4,40,0.009,0.013,A0005
StressIndex,Risk_bin,4,40,-0.0115,0.0162,A0005
Risk_bin,Risk_bin,4,40,0.0182,0.034,A0005
HeartRate,Risk_bin,5,50,0.0151,0.0092,A0005
BreathRate,Risk_bin,5,50,-0.0137,0.0156,A0005
Temperature,Risk_bin,5,50,-0.0104,0.036,A0005
CO2,Risk_bin,5,50,0.0324,0.0086,A0005
TVOC,Risk_bin,5,50,0.0319,0.0159,A0005
Risk_bin,Risk_bin,5,50,-0.0103,0.0117,A0005
HeartRate,Risk_bin,6,60,-0.0053,0.0449,A0005
BreathRate,Risk_bin,6,60,0.0025,0.0469,A0005
Risk_bin,Risk_bin,6,60,0.0312,0.0006,A0005
Activity_IR,StressIndex,1,10,0.0374,0.0,A0005
StressIndex,StressIndex,1,10,0.1555,0.0,A0005
Temperature,StressIndex,1,10,0.0307,0.0421,A0005
Risk_bin,StressIndex,1,10,-0.0304,0.0281,A0005
BreathRate,StressIndex,2,20,0.0462,0.0151,A0005
StressIndex,StressIndex,2,20,0.1118,0.0,A0005
CO2,StressIndex,2,20,-0.0291,0.0388,A0005
TVOC,StressIndex,2,20,-0.0025,0.0226,A0005
Activity_IR,StressIndex,3,30,0.0251,0.0007,A0005
StressIndex,StressIndex,3,30,0.0895,0.0002,A0005
Humidity,StressIndex,3,30,0.0238,0.0285,A0005
TVOC,StressIndex,3,30,0.0032,0.015,A0005
Risk_bin,StressIndex,3,30,-0.0165,0.0015,A0005
BreathRate,StressIndex,4,40,0.0244,0.0006,A0005
StressIndex,StressIndex,4,40,0.1347,0.0,A0005
Temperature,StressIndex,4,40,0.03,0.0001,A0005
Humidity,StressIndex,4,40,-0.0019,0.0116,A0005
Activity_IR,StressIndex,6,60,0.0369,0.0,A0005
StressIndex,StressIndex,6,60,0.0565,0.0253,A0005
CO2,StressIndex,6,60,-0.0179,0.0294,A0005
TVOC,StressIndex,6,60,-0.0151,0.0303,A0005
